"Name","Company","State","City","Salary","Location","Url"
"Customer Success Manager - Spanish Speaking"," Siteimprove  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=297457&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_082ca6f2&cb=1535036714961&jobListingId=2902821984"
"Fullstack Developer"," Siteimprove  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=297457&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d758a942&cb=1535036714962&jobListingId=2560214224"
"Software Tester"," MovieStarPlanet  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=7438&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9c9fe504&cb=1535036714963&jobListingId=2747982542"
"Software Engineer"," LiveIntent  We're Hiring","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=323853&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8f0fe52d&cb=1535036714965&jobListingId=2693101313"
"Senior Software Developer"," Deltek  We're Hiring","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=289683&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b9dd8869&cb=1535036714965&jobListingId=2766305095"
"Senior Technical Supporter"," Siteimprove  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=297457&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1d415bc0&cb=1535036714966&jobListingId=2864956973"
"Software Engineering Intern"," Zendesk  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=134363&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_62623637&cb=1535036714967&jobListingId=2653674886"
"VP of Technical Product Management ($200k/yr) - Exclusive Hiring Event"," Crossover for Work  New","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=370657&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7941e113&cb=1535036714968&jobListingId=2828784322"
"EVP of Software Engineering and Operations ($800K/yr) - Exclusive Hiring Event"," Crossover for Work  New","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=370675&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f0d0553e&cb=1535036714969&jobListingId=2828785370"
"Software Engineer"," GOMSPACE A/S  ","Denmark","Denmark","","Denmark","https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=124245&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_90ccf5ee&cb=1535036714970&jobListingId=2796763431"
"Senior Vice President of Software Engineering & Operations ($400K/yr) - Exclusive Hiring Event"," Crossover for Work  New","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=370657&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c53c9d09&cb=1535036714971&jobListingId=2828785741"
"Solution Engineer - Nordics"," Tinyclues  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=259733&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_503e233b&cb=1535036714972&jobListingId=2816863522"
"SVP of Technical Product Management ($400K/yr) - Exclusive Hiring Event"," Crossover for Work  New","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=370657&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d8711e28&cb=1535036714972&jobListingId=2828783979"
"Software Engineering Intern, PhD"," Google  New","Denmark","Aarhus","","Aarhus","https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=191997&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e80e88b7&cb=1535036714973&jobListingId=2723082455"
"Software Engineer (Back-End)"," Pleo  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=14295&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b619687d&cb=1535036714974&jobListingId=2607317535"
"Software Director, Odense, Denmark"," Universal Robots A/S  We're Hiring","Denmark","Odense","","Odense","https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=328644&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_88d65d15&cb=1535036714975&jobListingId=2746517352"
"Forward Deployed Software Engineer"," Palantir Technologies  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=85944&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ddb32c10&cb=1535036714976&jobListingId=1954690379"
"0365 Consultant, Software Engineering"," Avanade  New","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=130&ao=259081&s=58&guid=0000016567516ee7b36fd41aea3ab548&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_16c00744&cb=1535036714977&jobListingId=2908462751"
"Sr. QA/Automated Tester- Denmark"," Roku  ","Denmark","Aarhus","","Aarhus","https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=294934&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_b03f68b2&cb=1535036716451&jobListingId=2648627833"
"Senior Product Manager (Copenhagen or London)"," Sitecore  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=311703&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f1c6df23&cb=1535036716453&jobListingId=2850875358"
"Software Engineer - Denmark"," Roku  ","Denmark","Aarhus","","Aarhus","https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=294943&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_aa2cd8a2&cb=1535036716454&jobListingId=2669548707"
"Back-end Developer"," Siteimprove  Hot","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=297457&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_267408ef&cb=1535036716456&jobListingId=2678433025"
"Senior Software Engineer"," Motorola Solutions  We're Hiring","Denmark","Glostrup","","Glostrup","https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=318973&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_50a750ac&cb=1535036716456&jobListingId=2826429880"
"Front-end Developer"," Siteimprove  Hot","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=297457&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_189bdaec&cb=1535036716457&jobListingId=2678433808"
"Software Developer"," SITA  We're Hiring","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=291562&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_794b2cb0&cb=1535036716458&jobListingId=2852032046"
"Software Engineer"," Google  Award Winner","Denmark","Aarhus","","Aarhus","https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=191997&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5d24da41&cb=1535036716459&jobListingId=2759337682"
"Software Developer"," CDK Global  ","Denmark","Vejle","","Vejle","https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=49420&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f04bed3f&cb=1535036716460&jobListingId=2884716443"
"Sr. Software Engineer - Denmark"," Roku  ","Denmark","Aarhus","","Aarhus","https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=294943&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_b738c4ef&cb=1535036716461&jobListingId=2611556250"
"Partner Marketing Manager"," Siteimprove  New","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=297457&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_24967142&cb=1535036716462&jobListingId=2905139804"
"Software Engineer"," Microsoft  Award Winner","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=37049&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_234e84ef&cb=1535036716463&jobListingId=2844876071"
"Customer Success Manager - Spanish Speaking"," Siteimprove  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=297457&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8d6d315e&cb=1535036716463&jobListingId=2902821984"
"Fullstack Developer"," Siteimprove  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=297457&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_52193eee&cb=1535036716465&jobListingId=2560214224"
"Software Tester"," MovieStarPlanet  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=7438&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_19de72a8&cb=1535036716466&jobListingId=2747982542"
"Software Engineer"," LiveIntent  We're Hiring","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=323853&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0a4e7281&cb=1535036716467&jobListingId=2693101313"
"Senior Software Developer"," Deltek  We're Hiring","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=289683&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3c9c1fc5&cb=1535036716468&jobListingId=2766305095"
"Senior Technical Supporter"," Siteimprove  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=297457&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9800cc6c&cb=1535036716469&jobListingId=2864956973"
"Software Engineering Intern"," Zendesk  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=134363&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e723a19b&cb=1535036716470&jobListingId=2653674886"
"VP of Technical Product Management ($200k/yr) - Exclusive Hiring Event"," Crossover for Work  New","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=370657&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_fc0076bf&cb=1535036716471&jobListingId=2828784322"
"EVP of Software Engineering and Operations ($800K/yr) - Exclusive Hiring Event"," Crossover for Work  New","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=370675&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7591c292&cb=1535036716472&jobListingId=2828785370"
"Software Engineer"," GOMSPACE A/S  ","Denmark","Denmark","","Denmark","https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=124245&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_158d6242&cb=1535036716473&jobListingId=2796763431"
"Senior Vice President of Software Engineering & Operations ($400K/yr) - Exclusive Hiring Event"," Crossover for Work  New","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=370657&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_407d0aa5&cb=1535036716474&jobListingId=2828785741"
"Solution Engineer - Nordics"," Tinyclues  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=259733&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_d57fb497&cb=1535036716475&jobListingId=2816863522"
"SVP of Technical Product Management ($400K/yr) - Exclusive Hiring Event"," Crossover for Work  New","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=370657&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5d308984&cb=1535036716476&jobListingId=2828783979"
"Software Engineering Intern, PhD"," Google  Award Winner","Denmark","Aarhus","","Aarhus","https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=191997&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6d4f1f1b&cb=1535036716476&jobListingId=2723082455"
"Software Engineer (Back-End)"," Pleo  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=14295&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3358ffd1&cb=1535036716477&jobListingId=2607317535"
"Software Director, Odense, Denmark"," Universal Robots A/S  We're Hiring","Denmark","Odense","","Odense","https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=328644&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0d97cab9&cb=1535036716478&jobListingId=2746517352"
"Forward Deployed Software Engineer"," Palantir Technologies  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=85944&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_58f2bbbc&cb=1535036716479&jobListingId=1954690379"
"0365 Consultant, Software Engineering"," Avanade  New","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=130&ao=259081&s=58&guid=000001656751745f968ec6a93f5d026f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_938190e8&cb=1535036716480&jobListingId=2908462751"
"Student Worker"," Siemens PLC  Award Winner","Denmark","Brande","","Brande","https://www.glassdoor.com/partner/jobListing.htm?pos=201&ao=344625&s=58&guid=0000016567517a2fa40e3f43a602d0cd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_64b1d2a9&cb=1535036717835&jobListingId=2828519767"
"Software Engineer"," Danske Bank  ","Denmark","Brabrand","","Brabrand","https://www.glassdoor.com/partner/jobListing.htm?pos=202&ao=4120&s=58&guid=0000016567517a2fa40e3f43a602d0cd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a01151bf&cb=1535036717836&jobListingId=2893695572"
"Frontend Developer"," Avanade  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=203&ao=259081&s=58&guid=0000016567517a2fa40e3f43a602d0cd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_55645af0&cb=1535036717837&jobListingId=2565003305"
"Backend Software Developer"," Colourbox  ","Denmark","Odense","","Odense","https://www.glassdoor.com/partner/jobListing.htm?pos=204&ao=4120&s=58&guid=0000016567517a2fa40e3f43a602d0cd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_33739bb7&cb=1535036717838&jobListingId=2829262622"
"Software Engineer"," Roku  ","Denmark","Denmark","","Denmark","https://www.glassdoor.com/partner/jobListing.htm?pos=205&ao=4120&s=58&guid=0000016567517a2fa40e3f43a602d0cd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7ce68b35&cb=1535036717840&jobListingId=2629830965"
"Junior Software Engineer"," Corti  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=206&ao=52572&s=58&guid=0000016567517a2fa40e3f43a602d0cd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e897ee96&cb=1535036717841&jobListingId=2844727748"
"Software Developer"," Keysight Technologies  ","Denmark","Aalborg","","Aalborg","https://www.glassdoor.com/partner/jobListing.htm?pos=207&ao=174889&s=58&guid=0000016567517a2fa40e3f43a602d0cd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a90067a5&cb=1535036717842&jobListingId=2867814082"
"Partner Account Manager, Client Solutions"," Dell  Award Winner","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=208&ao=325157&s=58&guid=0000016567517a2fa40e3f43a602d0cd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_65d2a8d4&cb=1535036717843&jobListingId=2887855459"
"Senior Software Developer"," SITA  ","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=209&ao=291562&s=58&guid=0000016567517a2fa40e3f43a602d0cd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8628257f&cb=1535036717844&jobListingId=2882158699"
"Enterprise Networks Lead Commercial EMEAR"," Cisco Systems  Award Winner","Denmark","Copenhagen","","Copenhagen","https://www.glassdoor.com/partner/jobListing.htm?pos=210&ao=354908&s=58&guid=0000016567517a2fa40e3f43a602d0cd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_965d4388&cb=1535036717845&jobListingId=2905847481"
"Software Engineer"," DANFOSS A/S  ","Denmark","Denmark","","Denmark","https://www.glassdoor.com/partner/jobListing.htm?pos=211&ao=124245&s=58&guid=0000016567517a2fa40e3f43a602d0cd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_07ae6ef8&cb=1535036717846&jobListingId=2816477659"
"Senior Account Manager - HVAC / BMS Industry"," Honeywell  ","Denmark","Aarhus","","Aarhus","https://www.glassdoor.com/partner/jobListing.htm?pos=212&ao=288101&s=58&guid=0000016567517a2fa40e3f43a602d0cd&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_37227e82&cb=1535036717847&jobListingId=2791117819"
