Name,Company,State,City,Salary,Location,Url
Junior Software Ingenieur/in - Fokus Java Technologien,  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=1916&ao=112088&s=58&guid=00000165674eb8fd9a058eb1581c26ef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e99d5f91&cb=1535036537298&jobListingId=2908507546
Junior Software Ingenieur .NET (m/w),  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=1917&ao=112088&s=58&guid=00000165674eb8fd9a058eb1581c26ef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_12701698&cb=1535036537299&jobListingId=2908512307
Senior .NET Software Entwickler/in (w/m),  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=1918&ao=112088&s=58&guid=00000165674eb8fd9a058eb1581c26ef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_621b1666&cb=1535036537300&jobListingId=2908507975
"Software Entwickler LabView, C/C++ (m/w)",  ,Switzerland,Zug,,Zug,https://www.glassdoor.com/partner/jobListing.htm?pos=1919&ao=112088&s=58&guid=00000165674eb8fd9a058eb1581c26ef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_863fb76f&cb=1535036537301&jobListingId=2908510312
Software Entwickler C/C++ / Embedded (m/w),  ,Switzerland,Zug,,Zug,https://www.glassdoor.com/partner/jobListing.htm?pos=1920&ao=112088&s=58&guid=00000165674eb8fd9a058eb1581c26ef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c48e6c7c&cb=1535036537302&jobListingId=2908509413
Senior Software Engineer Java (m/w),  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=1921&ao=112088&s=58&guid=00000165674eb8fd9a058eb1581c26ef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_fed9f4a4&cb=1535036537303&jobListingId=2908508454
Liquidity and Funding Modelling Specialist, UBS  Award Winner,Switzerland,Opfikon,,Opfikon,https://www.glassdoor.com/partner/jobListing.htm?pos=1922&ao=336265&s=58&guid=00000165674eb8fd9a058eb1581c26ef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3dbb2959&cb=1535036537304&jobListingId=2748179246
Software EntwicklerIn SPS C / C++ (m/w),  ,Switzerland,Amriswil,,Amriswil,https://www.glassdoor.com/partner/jobListing.htm?pos=1923&ao=112088&s=58&guid=00000165674eb8fd9a058eb1581c26ef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3a7b8bdd&cb=1535036537305&jobListingId=2908508287
Java Senior Software Engineer (m/w),  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=1924&ao=112088&s=58&guid=00000165674eb8fd9a058eb1581c26ef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d2db56ac&cb=1535036537306&jobListingId=2908509529
Financial Crimes IT Senior Developer, UBS  Award Winner,Switzerland,Opfikon,,Opfikon,https://www.glassdoor.com/partner/jobListing.htm?pos=1925&ao=336265&s=58&guid=00000165674eb8fd9a058eb1581c26ef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9c378cb9&cb=1535036537307&jobListingId=2750473006
Software-Entwickler (w/m) im Bereich Web,  ,Switzerland,Schwyz,,Schwyz,https://www.glassdoor.com/partner/jobListing.htm?pos=1926&ao=112088&s=58&guid=00000165674eb8fd9a058eb1581c26ef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_cf9b2958&cb=1535036537307&jobListingId=2908513692
Senior Account Executive (f/m) Discrete Industry, SAP  Award Winner,Switzerland,Regensdorf,,Regensdorf,https://www.glassdoor.com/partner/jobListing.htm?pos=1927&ao=375053&s=58&guid=00000165674eb8fd9a058eb1581c26ef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c5e3037f&cb=1535036537308&jobListingId=2887829191
Software-Ingenieur/in für Testautomatisierung, bbv Software Services  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=1928&ao=4120&s=58&guid=00000165674eb8fd9a058eb1581c26ef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_695c7ba3&cb=1535036537309&jobListingId=2665219858
Senior Software-Ingenieur/in für Testautomatisierung, bbv Software Services  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=1929&ao=4120&s=58&guid=00000165674eb8fd9a058eb1581c26ef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_a24629f3&cb=1535036537310&jobListingId=2665219703
Software Entwickler C++ und C#/.NET, ONE Agency GmbH  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=1930&ao=33931&s=58&guid=00000165674eb8fd9a058eb1581c26ef&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_01b6ada5&cb=1535036537311&jobListingId=2708826705
eDiscovery Team, Experis  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2001&ao=329040&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7200a1c9&cb=1535036538257&jobListingId=2852827427
Software Tester,  ,Switzerland,Bern,,Bern,https://www.glassdoor.com/partner/jobListing.htm?pos=2002&ao=112088&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_4c4e4d76&cb=1535036538258&jobListingId=2885603730
Business Analyst - Risk Rating (Duration 6 months), UBS  Award Winner,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2003&ao=336265&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_83d7dd29&cb=1535036538259&jobListingId=2905784842
UX/UI Designer iptiQ EMEA P&C, Swiss Re  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2004&ao=245273&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_4a219e4f&cb=1535036538260&jobListingId=2823467761
DB2 Deployment Engineer, UBS  Award Winner,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2005&ao=336265&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a8eacab8&cb=1535036538261&jobListingId=2855127596
Senior Quantitative Risk Specialist, UBS  Award Winner,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2006&ao=336265&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d99720f1&cb=1535036538262&jobListingId=2855854123
IT Test Manager End to End in Digital Factory (QAE), UBS  Award Winner,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2007&ao=336265&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1abed580&cb=1535036538263&jobListingId=2823203029
Semi-Senior Software Engineer (Java/Web-Applikationen),  ,Switzerland,Basel,,Basel,https://www.glassdoor.com/partner/jobListing.htm?pos=2008&ao=112088&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_62719623&cb=1535036538264&jobListingId=2908479178
Commercial Matura Internship (Logistics & Supply Chain), Celgene Corporation  ,Switzerland,Boudry,,Boudry,https://www.glassdoor.com/partner/jobListing.htm?pos=2009&ao=367201&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c66f78c7&cb=1535036538265&jobListingId=2673752254
SAP Services Account Manager (f/m) Romandie, SAP  Award Winner,Switzerland,Lausanne,,Lausanne,https://www.glassdoor.com/partner/jobListing.htm?pos=2010&ao=375053&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c94c6a71&cb=1535036538266&jobListingId=2895104359
Software-Entwickler / Programmierer Java (m/w),  ,Switzerland,Amriswil,,Amriswil,https://www.glassdoor.com/partner/jobListing.htm?pos=2011&ao=112088&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_aef577f8&cb=1535036538267&jobListingId=2908514860
Software Engineer (m/w),  ,Switzerland,Bern,,Bern,https://www.glassdoor.com/partner/jobListing.htm?pos=2012&ao=112088&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_255b32e8&cb=1535036538268&jobListingId=2903791241
Senior Solution Sales Executive for Customer Engagement & Commerce (f/m), SAP  Award Winner,Switzerland,Regensdorf,,Regensdorf,https://www.glassdoor.com/partner/jobListing.htm?pos=2013&ao=375053&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8c596de2&cb=1535036538269&jobListingId=2890980531
Professional Software Entwickler im Bereich Avaloq (m/w),  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2014&ao=112088&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5f15fa3b&cb=1535036538269&jobListingId=2908509520
Software Entwickler / .NET / C# (m/w),  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2015&ao=112088&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0e1f0f74&cb=1535036538270&jobListingId=2908507389
Software Engineers / Integratoren Application Management (m/w),  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2016&ao=112088&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9b367f0d&cb=1535036538271&jobListingId=2908513774
Software Engineer (m/w) - Java Enterprise,  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2017&ao=112088&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_91d1456c&cb=1535036538272&jobListingId=2908509121
Senior Java Software Engineer (m/w),  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2018&ao=112088&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_abe46073&cb=1535036538273&jobListingId=2908508911
Senior Software Engineer, EF International Language Campuses  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2019&ao=4128&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7cd97ef6&cb=1535036538274&jobListingId=2908413060
Presales Senior Specialist (f/m) Expert Database & Data Management, SAP  Award Winner,Switzerland,Regensdorf,,Regensdorf,https://www.glassdoor.com/partner/jobListing.htm?pos=2020&ao=375053&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9e8249ea&cb=1535036538275&jobListingId=2893861132
Front End Software Engineer (Web), Auterion  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2021&ao=160631&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_71947b83&cb=1535036538276&jobListingId=2902641378
Lehrstelle Informatiker/-in (Applikationsentwicklung), bbv Software Services  ,Switzerland,Lucerne,,Lucerne,https://www.glassdoor.com/partner/jobListing.htm?pos=2022&ao=43297&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_d506acf8&cb=1535036538277&jobListingId=2829219929
Software Developer BI and Big Data Analytics, Swisscom (Schweiz) AG  ,Switzerland,Bern,,Bern,https://www.glassdoor.com/partner/jobListing.htm?pos=2023&ao=112088&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2a6b8617&cb=1535036538278&jobListingId=2901527967
Software Engineer (m/w) Java/J2EE,  ,Switzerland,Lucerne,,Lucerne,https://www.glassdoor.com/partner/jobListing.htm?pos=2024&ao=112088&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b16884f0&cb=1535036538279&jobListingId=2908511027
"Software Architekt, 80 - 100%", Erni Schweiz AG  ,Switzerland,Bern,,Bern,https://www.glassdoor.com/partner/jobListing.htm?pos=2025&ao=33931&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_611b9b85&cb=1535036538280&jobListingId=2905256235
License Audit Senior Specialist for Supplementary Audit Services and Master Data Clearance (f/m, SAP  Award Winner,Switzerland,Regensdorf,,Regensdorf,https://www.glassdoor.com/partner/jobListing.htm?pos=2026&ao=375053&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_60b9597b&cb=1535036538281&jobListingId=2890982401
Software Application Engineer, ONE Agency GmbH  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2027&ao=33931&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e6eab619&cb=1535036538282&jobListingId=2707491047
Software Entwickler CRM (m/w), Online Consulting  ,Switzerland,Wil,,Wil,https://www.glassdoor.com/partner/jobListing.htm?pos=2028&ao=4120&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_f52e1444&cb=1535036538283&jobListingId=2653166030
Software Entwickler/-in, ONE Agency GmbH  ,Switzerland,Dürrenäsch,,Dürrenäsch,https://www.glassdoor.com/partner/jobListing.htm?pos=2029&ao=33931&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d88b7943&cb=1535036538284&jobListingId=2876424770
Software Entwickler Java/ Web (m/w),  ,Switzerland,St. Gall,,St. Gall,https://www.glassdoor.com/partner/jobListing.htm?pos=2030&ao=112088&s=58&guid=00000165674ebd0b801f7c9ed8608bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7e2c1727&cb=1535036538285&jobListingId=2908509430
Deep Learning Engineer, NVIDIA  We're Hiring,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2101&ao=284597&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c518e67a&cb=1535036539679&jobListingId=2535524859
Sr Firmware Engineer, Honeywell  We're Hiring,Switzerland,Murten,,Murten,https://www.glassdoor.com/partner/jobListing.htm?pos=2102&ao=288101&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_cee948d8&cb=1535036539680&jobListingId=2906008130
"Engineering Manager, Calibration", Facebook  We're Hiring,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2103&ao=282723&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b22ff0ad&cb=1535036539681&jobListingId=2876332748
Working Student: Legal Department SAP (Schweiz) AG (approx. 40%), SAP  We're Hiring,Switzerland,Regensdorf,,Regensdorf,https://www.glassdoor.com/partner/jobListing.htm?pos=2104&ao=375053&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_15963f77&cb=1535036539682&jobListingId=2883600162
"Software Engineer, Web - Remote", Numbrs Personal Finance AG  New,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2105&ao=4128&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5506b986&cb=1535036539683&jobListingId=2908418798
Junior Software Engineer, AdNovum  Hot,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2106&ao=4120&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_28ea49f8&cb=1535036539684&jobListingId=2842314417
Software Engineer Internship, MindMaze  ,Switzerland,Lausanne,,Lausanne,https://www.glassdoor.com/partner/jobListing.htm?pos=2107&ao=4134&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_33a3c379&cb=1535036539686&jobListingId=2875972659
Software Scala Engineer, Bestmile  Hot,Switzerland,Lausanne,,Lausanne,https://www.glassdoor.com/partner/jobListing.htm?pos=2108&ao=148364&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_199c0107&cb=1535036539687&jobListingId=2838298350
SAP Project Manager (f/m), SAP  We're Hiring,Switzerland,Regensdorf,,Regensdorf,https://www.glassdoor.com/partner/jobListing.htm?pos=2109&ao=375053&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6c29a6b1&cb=1535036539688&jobListingId=2892361271
Software-Entwicklungsingenieur, Baumer  ,Switzerland,Horgen,,Horgen,https://www.glassdoor.com/partner/jobListing.htm?pos=2110&ao=4120&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6929541a&cb=1535036539689&jobListingId=2579527708
ERPM Applications Sales Representative - Zurich, Oracle  We're Hiring,Switzerland,Geneva,,Geneva,https://www.glassdoor.com/partner/jobListing.htm?pos=2111&ao=354498&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_007e68fd&cb=1535036539691&jobListingId=2902867981
Software Engineer (Java), Netcetera  ,Switzerland,Bern,,Bern,https://www.glassdoor.com/partner/jobListing.htm?pos=2112&ao=4120&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7545c47a&cb=1535036539691&jobListingId=2658267744
Software Engineer (Blockchain / Ethereum) 100%, blockimmo AG  ,Switzerland,Zug,,Zug,https://www.glassdoor.com/partner/jobListing.htm?pos=2113&ao=124245&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_b719f8a2&cb=1535036539692&jobListingId=2795607743
Software Engineer C++, Hexagon Mining  ,Switzerland,Switzerland,,Switzerland,https://www.glassdoor.com/partner/jobListing.htm?pos=2114&ao=4465&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0aab42ea&cb=1535036539693&jobListingId=2560391328
Senior Software Engineer,  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2115&ao=112088&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_984303f5&cb=1535036539694&jobListingId=2903793092
Junior Software Architect,  ,Switzerland,Zug,,Zug,https://www.glassdoor.com/partner/jobListing.htm?pos=2116&ao=112088&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b659f5c9&cb=1535036539695&jobListingId=2903792411
Software Engineer Java,  New,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2117&ao=112088&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_69d3cd41&cb=1535036539696&jobListingId=2907280968
Software Architect (m/f), Hays  ,Switzerland,Zug,,Zug,https://www.glassdoor.com/partner/jobListing.htm?pos=2118&ao=155951&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c5b25ab7&cb=1535036539697&jobListingId=2901551590
Software Engineer., Kudelski  New,Switzerland,Cheseaux-sur-Lausanne,,Cheseaux-sur-Lausanne,https://www.glassdoor.com/partner/jobListing.htm?pos=2119&ao=4120&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9fdaa27d&cb=1535036539698&jobListingId=2492484925
SOFTWARE ENGINEER .NET (m/w), ONE Agency GmbH  ,Switzerland,Switzerland,,Switzerland,https://www.glassdoor.com/partner/jobListing.htm?pos=2120&ao=33931&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9a7fbfbc&cb=1535036539698&jobListingId=2712276249
Java Software Engineer/in, Kanton Basel-Stadt  ,Switzerland,Basel,,Basel,https://www.glassdoor.com/partner/jobListing.htm?pos=2121&ao=4120&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e8d1a9d1&cb=1535036539700&jobListingId=2900908459
Berater / in Provis Software-lÖsungen, Provis Winterthur  New,Switzerland,Winterthur,,Winterthur,https://www.glassdoor.com/partner/jobListing.htm?pos=2122&ao=186496&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_792b8fd3&cb=1535036539701&jobListingId=2907971207
10.CH.730.ENGINEER III - SOFTWARE ENGINEERING, VeriSign  ,Switzerland,Switzerland,,Switzerland,https://www.glassdoor.com/partner/jobListing.htm?pos=2123&ao=43297&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_83a6b6bc&cb=1535036539701&jobListingId=2793798131
Senior Electrical Engineer / Technician for software development (m/f), Process Automation Solutions  ,Switzerland,Basel,,Basel,https://www.glassdoor.com/partner/jobListing.htm?pos=2124&ao=4120&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_b50877e9&cb=1535036539702&jobListingId=2858179165
Senior Software-Entwickler/-in 80-100%, ONE Agency GmbH  ,Switzerland,Zug,,Zug,https://www.glassdoor.com/partner/jobListing.htm?pos=2125&ao=33931&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e7fe9c68&cb=1535036539703&jobListingId=2751661813
SOFTWARE ENGINEER 100% (M/W), ONE Agency GmbH  ,Switzerland,Switzerland,,Switzerland,https://www.glassdoor.com/partner/jobListing.htm?pos=2126&ao=33931&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_11ba95fa&cb=1535036539704&jobListingId=2712216844
Software Developer Banking 80%-100%, ONE Agency GmbH  ,Switzerland,Zürich,,Zürich,https://www.glassdoor.com/partner/jobListing.htm?pos=2127&ao=33931&s=58&guid=00000165674ec22da9638b7c6293d31c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_97713783&cb=1535036539705&jobListingId=2751700114
